ext_name,ext_publisher,verified,repository
DevX Dark,DevX Dark Theme,False,
PreviewFiles,MaayanAndEden,False,
iViva Cloud V3,iViva Cloud,False,
Laravel pack by novato.pro,Jhordy Barrera,False,
Epic7,SUPERCREATIVE,False,
SLT Extension Pack,Ruben Brugman,False,
aLight1 System Vscode Snippets,baivoom,False,
gakki,萨拉里茫,False,
VsCode assistant maker,Jesús Almaraz Martin,False,
Ell-lang,Pepperdine Computer Science,False,
ptheme,patwary,False,
XIDA GmbH Extension Pack,XIDA GmbH,False,
trim,Davy,False,
Gamma,xynny,False,
Konstant theme,Eric Hideki,False,
hint-debug-code,mini,False,
remew-btm-plugin,fenghua tao,False,
vicky-plugin,vicky,False,
byted-cg-i18n-devTools,sulihuang,False,
FA theme,Fabius,False,
AppWorks 2,AppWorks Team,False,
Raen theme,Raen,False,
langs-extractor,Tauqeer Nasir,False,
SnailGit Helper,Zlorn,False,
Zerrawy Theme,Safwat Gabr,False,
md-serializer,kalagala233,False,
Quran Player,Riad Z,False,
pain_relief,rgiedroyc,False,
FSK,FiskFille,False,
xiao-lint,candyman0753,False,
imng-snippets,ikemtz,False,
tailwind-to-clsx,pgap22,False,
YeePay DevTools,YEEPAY,False,
FEDO VS Code Extension,xiechen,False,
git commit lint,Gary,False,
harricHe-theme,harricHe,False,
Parrot,sosososolong,False,
go-play,Nathan Fiscaletti,False,
KJS Officials || ElectricLime,KJS - Officials,False,
Perry,Nicholas Perry,False,
RepoDog: Your Coding Service Dog,Denis Kazakov,False,
Split for Visual Studio Code,Split Software,False,
EpointSource,xhz,False,
yunqu-snippet/typescript,yunqu,False,
Fresh,Diango Gavidia,False,
Union Design,Luby,False,
Braincloud-scripts,braincloud,False,
ChrisCoding,ChrisK,False,
then-catch-block,prag,False,
lxm-demo,weiwei,False,
regexp-reader,mashford,False,
Amaral Dark,junioramaral22,False,
DJS Slash Command Snippet,Eclipse Development,False,
MyCoffeeScriptFormatter,yangshuai,False,
superduperultraultimatelegend Purple Theme,Frad87,False,
FIT4003 Copilot Data Collection Tool,FIT4003grp22,False,
GitIgnored: Show or Hide .gitignored files,Balan Jayavictor,False,
Greendarktheme,NineComputer,False,
vscode-demo,Morrain,False,
前端知识库,Tidecony,False,
rfc7643,RFC-7643,False,
varmaker,rechenberger,False,
fast workspace,Romain,False,
sj-auto-complete,fuyun,False,
ProtoCode,MathiDEV,False,
Skid Maker,gamersi,False,
tigran-code-theme,TigranCode,False,
aligame-devtool-vscode,Cai Qian,False,
gitmerge-intellj,weimh,False,
Aspect - Visually edit React.,Aspect Editor,False,
Cy Vscode Package,Cyris,False,
Redmatch,aehrc,False,
slickbit - The social code snippet manager,slickbit,False,
u51-helper,wufengjie,False,
MindSpore,luckyhorse,False,
setter-getter-golang,Pradip Parmar,False,
devexSnippet,DevexSolucoes,False,
WintASM Highlighting & Snippets,Vortetty,False,
DXD VS Code Extensions,丁香医生前端团队,False,
Foxcon,helidel,False,
Axion3D Editor,Axion3D,False,
test,test1-snippets,False,
"tips css,scss",2noscript,False,
Python érettségi felkészítés,xatixatix,False,
clickpaas-pms,clickpaas,False,
codesnippet,Gautam Sagar Mallela,False,
Scrap Mechanic Essentials,Magma-Mc,False,
cosmos-intellisense,Diego Kfuri,False,
kengic-abp,Damon.Kengic,False,
Python Extension Summary,sum-packer,False,
Resep Theme,Jesus Moran,False,
Help Me Support,Sem1083,False,
theme-jetbrains-darcula,lucashnv,False,
GundamRX78,quichequalm,False,
React Generator,careteen,False,
Pluto Connect,Pluto,True,
sayhello,younccat-hao,False,
focusOnCoding,Stephen A. Alonzo,False,
banma-helper,huangyiting,False,
workspace-zeakd,zeakd,False,
pt2rem,pt2rem,False,
file2cdn,heboy,False,
jg-coding-dark-theme,Jhoni Giacomolli,False,
VsCodeExt,majid,False,
WOKSnippets,DevJohn06,False,
vue-temp,Estech,False,
cds-angular-pack,Christian Svendsen,False,
AHIR,e-Yantra,False,
Hello Darkness,Miguel Luis HernandezBrocat,False,
klook-locales-preview,yqlar,False,
log-execution-time,Islam Abdelkareem,False,
RED-Runtime Error Detector,RED,False,
Items VSCE Launcher,Vizor Games,False,
sample,小苏同学,False,
databot,ethan_sun,False,
Image URL Generator,Get URL Image,False,
Boxy Yesterday,nnn000,False,
mlt,mlt,False,
Creative Coder Dark,Creator360,False,
HelloWorld,Mr.Yao,False,
Particular.Cloud,Particular.Cloud,False,
VuePage,sail,False,
Synvert,Xinmin Labs,True,
Kolks Language Support,Kolks Team,False,
Devanagari Key Map,yd4011440,False,
Remove Unnecessary Imports for C#,Patrick Preston,False,
Rithik's Cool Theme,Rithik Samanthula,False,
Yolol To Yazur,JoRyJuKy,False,
Lottie Stand,yidalin,False,
Zee Angular Extension Pack Extended,Buddhika,False,
Brilliant Editor (Dark),CarlosMCA,False,
qf-elf,pcq,False,
cortd,cor,False,
crgt_snippets,crgt,False,
partial,canelhasmateus,False,
CBL Base Extension Pack,Computational Biosciences Laboratory,False,
codypaste,codypaste,False,
cplusplusboilerplate,VedantSahu,False,
OxTheme,Nypox,False,
share-develop-helper,畅享信息-李家其,False,
test-code,blocko.io,False,
Dolly - Generate Folder of Files from Template,xieyuzhong,False,
theme-kuromi,david-laugh,False,
yapi-cloud-api,fengzhu,False,
Zee Web UX Extended Pack,Buddhika,False,
Equilibrium,Light,False,
Primavera Snippets,aambertin,False,
Search (test),roblourens,False,
gjl-snippet,gjl,False,
JPaaS Low Code,大汉软件,False,
vnm,wulei,False,
Environmentor,Love Purohit,False,
Kropply,Kropply,False,
Yili-doctor-frontEndDev,Pat,False,
EasyFiFlutter,easyfiflutter,False,
M360 Extension Pack,Sravan Reddy Pinninti,False,
VsCrypt,YashSolanki2007,False,
Mock And Proxy,Adashuai5,False,
McBurger,Mostunique,False,
Anole-Lang,Mu001999,False,
kihan-dev-tool,ganyuxiang,False,
Boilerplate Autofiller,EZL,False,
CBL Markdown Extension Pack,Computational Biosciences Laboratory,False,
Calming Dark,Splashcard,False,
idss-api-func-init,IDSS-FE,False,
ts-snippets,Muhammad Kamal,False,
CSF Extension,skes4126,False,
fe-fast,coderRick,False,
SyntaxTheme,Fenix,False,
Darko II,Kliii,False,
react-graphql-typescript,Darpan Kakadia,False,
paithinkDemo,Tianxh,False,
Simples highlighter,moreirapenna,False,
code-preview,vivo,False,
vscode-e,my-linzj,False,
bornpink,bpink,False,
eraser,yejinh,False,
Professional Dark,xynny,False,
Olympix Web 3 Cybersecurity Assistant,Olympix.AI,False,
Sensors Less Tools,zarud,False,
giimall-div,qixiaosong,False,
Bytecare Theme,Samir Phuyal,False,
cafe,Duong Tran Dinh,False,
Morose Theme,morose,False,
upload-to-qiniu,lyaaaa,False,
alive-helper,漫北同学,False,
Hello,crinte,False,
minimalTheme,Francisco Dominguez Guerrero,False,
RotateMultiCaretTexts,naturallucky,False,
hekit-style-vsc-plugin,clickpaas,False,
JSON Unescape,Nadav Shlush,False,
super_if_php,Roumilb,False,
CASIO-BASIC Language Support,tomasbernardo,False,
funstory-highlight-sensitive-words,Mark Chow,False,
Coba Hello World,adi saputra,False,
PHP: Language finder,thismarcoantonio,False,
demo,debao1,False,
WordCount,Brian Kirkpatrick,False,
C Train,zh,False,
LiveHybridToolkit,live-hybrid-toolkit,False,
wixProjectMap,dangada7,False,
create-react-component,iamchen015,False,
Developer Mahedi,Develoer Mahedi,False,
Big Impact Theme,victorfds,False,
SlugLang,Graham Joonsar,False,
Quality,crust,False,
NG-Soarway-VsCode,pcq,False,
LayaMe UI Builder Helper,ping,False,
qsml,Michael Peters,False,
Signe Syntax Highlighting,Fabian Forslund,False,
css-reorder,kikolabiano,False,
Codica Extension Pack,codica,False,
Made Design Tokens for VS Code,Made - Mastercard,False,
Willyb321 Extensions,willyb,False,
Danny's VS Code Essentials,Danny McGee,False,
gramado-language,GCSBOSS,False,
Terminus FC Copy,umu,False,
theme-diy,zicong-zhang1996,False,
egg-mongoose-helper,rootz,False,
jeff-extensions,Jeff Kranenburg,False,
LearnJs Theme,rbrtbrnschn,False,
smartchr,kiwanamie,False,
Bubster Light Theme,Bubster,False,
inferius,inferigang,False,
Tex2Graph,Augustin chevallier,False,
IEdit for Visual Studio Code,Pandali Corporation,False,
MYZKP Highlighter,Terry Guo,False,
wxboot,shaohui_xia,False,
Questionary Csharp Resource Class,bgzsrw,False,
需求研发助手,wx,False,
Htwx.CAT,Htwx,False,
MaoYanPro On VSCode,maoyanpro,False,
abecms,tamsibesson,False,
Remove Line Numbers,Vaalarivan Prasanna,False,
DLTech-StartUpWebPlugIn,killall-love,False,
Kraken theme,André Campelo,False,
mcfedcra-render,mcfedcra-render,False,
Black 'n Turquoise,GD-alt,False,
runCommandVscode,Antianti,False,
daksh-desai-alientheme,Daksh Desai,False,
demo-theme,nawa,False,
Jfna,gemouhi,False,
ldk-tools,weijialiu,False,
SourceBin,FClorp,False,
Zenbook UX534FTC White-Gold V1,ELITE NOTORIOUS THE PRESTIGIOUS,False,
thongdong7 Snippets,Thong Dong,False,
Glow Lang,Reed Jones,False,
CsharpExamples,Neosss,False,
cssshifter,doulao,False,
Mudblazor-snippets,mukul,False,
egg-tsgen,皮蛋同学,False,
reboocon,hongjiawu,False,
ande-extension,ande-zhangwei,False,
vsce-test,jar-dsp,False,
Fast Snippets,lucassdr,False,
clean.flutter,carevalo,False,
Sage Siren Theme,c3ne3s,False,
BotBall Snippets,Aaron,False,
computer-vision-utils,maris-ancans,False,
getTimeStamp,dev_siddharth,False,
ReactJS Dev Extension Packs,reactjs-extension-packs,False,
DatabasePHP,Vojtěch Kylar,False,
Code Ant AI,AmartyaJha,False,
vscode-api-code,saber,False,
AlphaUnstoppable Theme,GoUnstoppable,False,
Carve Swagger Api Codegen,jcyLite,False,
gdt-vscode-plugin,yjson,False,
heyday-vscode-extensions,Micheal-Harvey,False,
linuxterminaltools,luukasnikkanen,False,
Aesthetic Coding,oAnshul,False,
Pruma Extensions,prumaext,False,
AchilleStH_DarkTheme,AchilleStH,False,
cars-ui-snippets-vscode,JieShinee,False,
got,Johannes Krämer,False,
Nebula V2,TahaNil,False,
sample,guohu,False,
Sleep Early,im0qianqian,False,
Cherry Creamsicle,Ziggly001,False,
Copilg Theme,AmyangXYZ,False,
Jim's Basic Support,Jim Phieffer,False,
Stabby Cats gratuita 2021,0posralo-e,False,
code-generator,Samir Das - SecureCo,False,
healing_jellyfish,taka19971205,False,
UBMLDesignerOnline,zhibei,False,
Html Snippets For React,VS CODE EXTANTION,False,
semicolon.py,Deadshot0x7,False,
magic-helpers,Gino8080,False,
vs-code-that-dark,byspeedster,False,
Genisys-Executor,corrupted-memory,False,
extensiontest,Express,False,
Edexcel Pseudocode,tdgog,False,
funq-syntax-highlighting,Fabian Forslund,False,
ms-snippet,YJH,False,
gisto,therealtimhawkins,False,
Remove Semicolons,YuriGuernsey,False,
tornado-themes,Le Trieu,False,
Cool Epic Theme,Greek Goose,False,
Dyme Language Support,meltedot,False,
millionware-lua-api-snippets,n4zzu,False,
Mr. Henry's snippets,Mr. Henry,True,
aftJS Language,Syncplify,False,
Files Extension Sunmmary,sum-packer,False,
Technica Color Theme,Technica2021Organizer,False,
VSFlutterToolKit,mxyang,False,
InfiniteBlue Snippets,Nathan Hotz,False,
mlyz extension packs,码路芽子,False,
NucleoDeploy,benthacher,False,
yw-api-server,oldMa,False,
[Alpha] Stack Overflow for Visual Studio Code,Stack Overflow,True,
cyborg-lang,guilhermelimak,False,
notes-lang,Steve Richter,False,
sass2anycss,liangyoyo,False,
IIM Bachelor 1 - Extension Pack,IIM - Coding & Digital Innovation,False,
WeChat Reading,mr_cat,False,
antd-doc,dbfu321,False,
char_replace,charreplace,False,
JSC Dev Pack,JscDev,False,
GitHub Repo Launcher,Quetzal Software,False,
tian-green,tiantian,False,
mlyz extension packs,码路芽子,False,
tnnmigga-dark,tnnmigga,False,
DeepSea - Dark,ElKariboosama,False,
test desc,BS5-Snippets,False,
auto-rax-snippet,auto-rax-snippet,False,
enkel-support,steve_chph,False,
J Balvin Theme ,El inani ,False,
LGhost Pack,LGhost,False,
uuag,Carlos Gómez,False,
v3-dev-cli,银弹谷,False,
forestry-schema,jeffsee55,False,
hg-vscode-snippets,骆驼,False,
hello,daiwang,False,
matrixxx-theme,c0d3r0x8,False,
Ubik programming Language,Alan Kubiak,False,
wcag-compliance-checker,se-team11,False,
dcom-order-snippet,Karthik Satyanarayana,False,
GBLK Language,Fastering18,False,
Jaason VSCode Theme,AlessioPizzoglio,False,
Bdscript Syntax,thundriokh,False,
Snippet React Material,Lương Developer,False,
BY1410 Snippets,BY1410,False,
PixelPalette: Image Color Extractor,Adeeb Jamal,False,
SimpleClock,xuanzhi33,True,
kl-book,kamilee,False,
cmodui,leo-mrc,False,
easy-read,dbfu321,False,
harry harry dark,harry harry,False,
robojsx snippets,roboceo,False,
YS Productivity Extensions Pack,Youssef Sellami,False,
Dracula Darker Custom,abouscarel,False,
ImportsSorter,Pranay Patil,False,
lean-en,WumaCoder,False,
Orange Dark,RaphtikGHG,False,
VFD,arcyleung,False,
Typescript React code snippets dva,witcherKe,False,
bp_extension,Adam Hnat,False,
CopyAsList,Szabolcs Dombi,False,
like-cc,lulu,False,
Sourcetape.io,Sourcetape,False,
blueshades,Lncoder,False,
bojHelper,albireo3754,False,
Markdown Image Paste Upload Qiniu,xinji,False,
OpenSCENARIO2 Checker,51WORLD,False,
Cleword Block,Cleword Block Distribution,False,
ipanelweb,huadw,False,
replace-url,yihouzenmeban,False,
auth-tree插件,zhaoyufei,False,
gll theme,Alex Afzelius,False,
Spider Snippets,mt_reco_luan,False,
Sharky,Jacky(浩强),False,
Dark Fantasy,Sudharshan,False,
Flynt Snippets,Dominik Biedebach,False,
ZMExtension,zenkey,False,
i18nextSnippet,lwpro2,False,
NOKIA_WFM,Nokia,False,
ProtonCoding Theme,ProtonCoding,False,
Astraeus Theme,Jolaf,False,
td-eslint-report,douchi,False,
cr-theme-night,carcruz,False,
"lightview,tools for light developer",lightcode,False,
yaaas,YAAAS Org,False,
cap_pack,twill40,False,
Basic-Stamp-Snippets,Drune Rugland,False,
Breakpoint for isCOBOL,Leonardo Veiga,False,
Blue archive,Bluetheme,False,
MVS Light,Minathemes,False,
MYWDL Highlighter,Terry Guo,False,
Uliza,Adaptrix,False,
abc,susu,False,
DevJam Dark,alisonsantosofc,False,
fresh-theme,yating,False,
HELP,Samarth B,False,
kojo-tool,pandarose,False,
aa,myeonghuSong,False,
Michael's Monokai-dimmed Remix,mvpache,False,
Yapi Interface Export To Js,bearliu1991,False,
jeff dark,Theext,False,
ThreatWorx Vuln Checker,ThreatWorx_Publisher,True,
Max's theme idk,max's theme,False,
vpstestextension,Vijay Pratap Singh,False,
Taboola Loader,Raj Arora,False,
Wiicamp Js Snippets,quangdeeptry,False,
Dark moonlight theme,Ericsson,False,
Mellang,Mello,False,
Sliv,Kazuki Hiromoshito,False,
monokai-light,Ashley Chen,False,
daily-counter,urjiwon,False,
listRelatedFile,colinkaopu,False,
NoteTreeNote,Alessandro Farace di Villaforesta,False,
Titan Edge Framework Supporters,devsh,False,
Yewscript,murpyh,False,
VSTodo,Sanskaar Patni,False,
Drills,Drills,False,
vscode-psl-extras-MRPCSimulator,INGHubsRo,False,
countdown-to-work,Buu99y,False,
Dapanna Theme,Dapan,False,
Creatio 8.X Code Snippets,Creatio 8.X Code Snippets,False,
drewh-wolf-theme,drewh,False,
Musicterm,alfiankan,False,
Sadja Theme 2,Naman Mishra,False,
Ruby Planet,Ruby May Valentine,False,
CodeLuna Theme,CodeLuna,False,
MATPOWER,Richard Lincoln,False,
redwhite,Red White Theme,False,
hg-el-vscode-snippets,骆驼,False,
vs-sizewatcher,rese,False,
duckcash,duckcash,False,
Intuit Assist,Intuit,False,
My monorepo,Roozendaal Online,False,
bratishka,synthes1s,False,
mitrol-focus,ramirotw,False,
Quilt,Quilt,False,
celeste syntax highlighting,sniiz,False,
Ultimate X Theme,Daniel Garcia,False,
MaterialBlack,Fakie3,False,
randomStr 状态栏的随机字符串,zdldove,False,
nemo-e2e-plugin,A113n,False,
haeil,bnm.wag,False,
KEEN,Collin Lewis,False,
hjqTheme,hjqInAmood,False,
Big Bang 360: Extension Pack,bilalyousuf,False,
Kiwisoup,maanex,False,
Pocketlocker letter light,Pocketlocker86,False,
lhb-custom-git,lhb,False,
KineticTheme,KineticTactic,False,
theme-zzc-diy,zicong-zhang1996,False,
C++ Pack ccarb,ccarb,False,
DCOM-Order-Schema,Fahad,False,
Open in Helix,zhcy,False,
FDCC Support,Ferotiq,False,
git-commit-rules,why,False,
Touch of Pink,Lorenzo Arcidiacono,False,
vscode-generate-react-extension,crofys,False,
rayconnect snippets,Dehkadeh,False,
vs-plugger,librae,False,
create-react-typescript,Jerry Santana,False,
ED Extension Pack: Web - Vue JS,Elladorian Design,False,
Ganymede,Nishant Prabhu,False,
cuteware,Cuteware Custom Snippets,False,
minimalistic-dark-theme,Lerskk,False,
PrismPlus,Prism Plus,False,
CatLight,Catlight.io,False,
CloudHosts, mellanox.cloudhost,False,
Googleit,Subhash Chandra Sharma,False,
CIDL/CDEPL support,Aptiv,False,
mining-snippets,im-ued,False,
GoodMonokai,Joyphy,False,
amazonFrog,Tiago Marcial,False,
OhMyTheme,idirmosh,False,
Xenon Xenon,xenonxenon,False,
fe-snippets,fudesign2008,False,
Temporary TypeScript Sandbox,Diamant,False,
clippy,codebreweryhq,False,
my-primary-web-pack,MR-SKYFALL,False,
Copy Source Position,ipeng6,False,
I&D Numbers,HackingLab,False,
Kula - Diana,HanaYabuki,False,
CHP Language,Armando Chaparro,False,
S1C88 Syntax Highlighting,Theo H,False,
VSCBouyomi,xztaityozx,False,
doric-template,CoderiLife,False,
V JSON Fields,v-json-fields,False,
clickpaas-vscode-intl,yuanxiaowa,False,
document2scss,moqi,False,
hello-ngjp,ngjp-tmp02,False,
to-mo,youjiti,False,
ActivitySpace,Lingfeng Bao,False,
publishtest,prabhaat,False,
Lulu Theme,Aylen Martinez,False,
switch-theme,GSZS,False,
Bzt Dark,Bzt Dark,False,
Bubba Kush Theme,Gabriel Fernandes,False,
trantor-md-snippets,hancao97,False,
Accela EMSE (Preview),Accela,False,
VsZelda,YashSolanki2007,False,
oo-2,clovershell,False,
Underdark v2,Mike Buslenko,False,
Chronokai,Chris Newland,False,
NAV-X AL Helper,NAV-X LLC,False,
asc minty,asc3n,False,
YuntaiCodeHelper,TaroXin,False,
bxml,schacker,False,
Dev Utils,TJ,False,
html-erb-language,sekapi,False,
WmsReactSnippets,nelson.oliveira,False,
Finger Paint Set AYMS,Ayman Sahyoun,False,
WSLSchoolAux,Bruno School,False,
dyme-complete,meltedot,False,
relion-essential-extensions,Relion,False,
juggle code tips,柯善文,False,
Shkolo Bootcamp Extensions Pack,Shkolo,False,
Coucou Theme,jsmith,False,
SIMULA Language Support,Vishal Das,False,
FW color theme,Featherior,False,
DigitSec Security Plugin,DigitSec Inc,False,
TL-support,linhtran,False,
LED,Miguel Sanseverino,False,
Swapnil Prakash Vscode Theme,swapnilprakash20,False,
ED Extension Pack: File Types,Elladorian Design,False,
Generator Test Block,Rodrigo Santos,False,
mdb-yo,xuweiming,False,
Nskce React Snippets,nskce001,False,
SUI,gismanli,False,
tycho-tools,Darkstorm,False,
split dig,fes300,False,
cass-awesome-extensions,cass-infrafe,False,
Code Resume Extension,CodeResumeExtension,False,
apelang,Krzysztof Gabis,False,
Delta Flat,mertyn,False,
Graal Remote Control,Joey,False,
Component Modeling Framework Tools,Dynamic Products,True,
my-color-diagnostic,my-linzj,False,
Selected Reading,YuJinLei,False,
yoda_extensionpack,Fredrik Granvik,False,
adsd-develop,Manuel Schneider,False,
civadis-angular-pack,Civadis,False,
copy-relative-path-with-line-number,jeongje,False,
Flink SQL Language Features,OpenSource Frontend Team,False,
efu5辅助标签,gy,False,
RnCore Support for Visual Studio Code,mayerdev,False,
testOneAntmove,Bella,False,
ServiceDescription,chris yeh,False,
IBSheet8 Extension,IBSheet,False,
Search Dependencies,Rahul Hirani,False,
transform-field-ts,xinyuan,False,
dewu-coder,tangweizhi,False,
react-starter-snippet,Bharat Rajput,False,
kiranFullStack snippets,Kiran Fullstack,True,
Angular Code Runner,3takle1212,False,
Carve Catalogue Operation,jcyLite,False,
Deep Ocean :3,ARandomCoolGuy,False,
Su All in One,lys,False,
Atwood Dark,Lipi Sharma,False,
bcd-plugin,yaohuachao,False,
Cleword IDE,Cleword Lab,False,
AirClick,AirClick,False,
header-defs,Callum Anderson,False,
Earthy Light,EinHexenMeister,False,
code_fragment,vb_fish,False,
twitch_slack_theme,tsale,False,
rawqdark,Rawq,False,
EverlutionSK tools,EverlutionSK,False,
mtdm-vue-buff,wanyuqing,False,
console helper,gongtiexin,False,
Directory To Text,gusud1,False,
PrintNightMare,PrintNightMare,False,
Poetri,Poetri,False,
muya-vscode,manycore_feinfra,False,
pawn language-helper,il_kol,False,
extesion1,MrDx,False,
HashWorks Snippets,John Yuan,False,
GOrange Dark,mrbubbles,False,
CodeBabel theme ObscureRed 💀,CodeBabel,False,
BOB Theme,BOB-THEME,False,
Tabycord,Tabytac,False,
epok color theme,hellory4n,False,
ProCode Dark,ProCode,False,
Coder30,Rishi Kumar,False,
AppCanWX,ac,False,
csv2i18n,johnwick,False,
codecake,beisen,False,
Modscript IntelliSense,jaysonmaw,False,
extPack,Mohit,False,
SysML,dumeng,False,
cmacs,Danyal Amini,False,
RTWORKS IDE,RTST,False,
Seti dark theme,l-igh-t,False,
Veigar,tecvan,False,
Don't cut empty,Aggelos Karagounis,False,
z1h,znx2008,False,
Purplexed Magic,mylifeismarvelous,False,
addNumberToSelection,Matt Williams,False,
prefix-name,906085013,False,
hyload,byhy,False,
JsonToEnums,zhengnanzhang,False,
Obstgarten Theme,Timo Müller,False,
theme-dark,Carllos Dezza,False,
light-rider-mod,nnn000,False,
show history for selection,kangjs7854,False,
dkube,One Convergence Inc.,False,
erp-template,retrychx,False,
medford-vscode,Tufts BCB Group,False,
s2junn's Development Environment,s2junn,False,
开心工作，Giao一Giao,lac,False,
Quick Patch,Jump Developer,False,
language-baguette,redcraft16,False,
short-cut-counter,anyonner,False,
dowaseum,dowaseum,False,
Shakespeare Programming Language Syntax Highlighter,Fr1endlyWarr1or,False,
2号人事部,zephyrjs,False,
project navigation,iori,False,
alcs_snippets,Wil Wilson,False,
todo-app,linkZhao00,False,
vscode-extension-test,Leo Hanisch,False,
dave test 01,David Rønne,False,
Gestonline dev extension Pack,fbclol,False,
Gs-UI snippets,gs-ui,False,
snape,napster,False,
anton dark pro,Anton,False,
Palladio,Sinthu,False,
routedesc,yrh,False,
tiger-vs,wyxt81,False,
Web Design,Daniel Szelogowski,False,
VST,THEMEVTC,False,
Lite Syntax Highlighting,aboominister,False,
Super Codder Extension Pack,Sadmanx64,False,
vivian,Anis,False,
interface to table,fengzhi-xf,False,
Beautify WGSL,月北,False,
JS Helper Code Snippets,AmitKRout,False,
Oxygen,Splashcard,False,
First Project,Class C# Project Art,False,
Front helper for CESTC Emergency department,bun,False,
Lavinder,penrodlol,False,
TenDark,bleonard252,False,
Blue.JK,Blue.JK,False,
Jsonski,Gandharva,False,
little-theme-dark,赵小慧,False,
New directory listener,DalCvi,False,
Running Wires,Lorenzo Arcidiacono,False,
Feliz Dark,Feliz,False,
om-vscode-plugin,DuLinRain,False,
Sortium Dark,Wesley,False,
formGenerate,Zhang Wen,False,
kmb VSUtils Lite,Kauê Marques,False,
OpenDict,g.kick.dev,False,
CoolTheme,Stanos,False,
Nebula 0.2,TahaNil,False,
flow-better-theme,Cha0sGeiger,False,
vsc-doc,vsc-doc,False,
mrsc,ichos,False,
m-web,minim.tools,False,
vrl-lsp,arshiyasolei,False,
Labrys Extension Pack (Fun to Have),Labrys,True,
react-template-split,dasdingo,False,
shadow,vivlim (msft),False,
vscode-phorcys,ajun,False,
fixCnRetorno,lucasfontesgaspareto,False,
ppy-like colours,reiisen,False,
ToDachshund,Cameron Prior,False,
acParser,Igor Corrêa,False,
city-aqi,chengxiao,False,
NETTSI Monokai Dark,overengineer,False,
CodeTimeUz,Furqat Mashrabjonov,False,
kill-roblox,iNanoToxin,False,
spin-ext,Spinergie,False,
Fish X,codexu,False,
bfpyimgui,zhugefei,False,
tong-tool,梨花寨,False,
loan-js-snippets,zhanggongtao,False,
Fae Color Theme,suddenlyeva,False,
MarkdownPlus Highlighting,Letsmoe,False,
Maraca,Jon Whitehead,False,
VENoM Stack Extension Pack,prisar,False,
ppd,rbn,False,
999-urlhanlder,Sandeep Somavarapu,False,
colorVariable,小丸子,False,
s3d-extentions-pack,didyhu,False,
VS Hub,xynny,False,
Easter,RJ Shoemaker,False,
BBOT Clone Assistant,Beitech,True,
Cyan-theme,xthemis19981,False,
Gothub AI,Gothub,False,
prueba,victoria,False,
simplyy-snippets,simplyyu,False,
Vivace Motion Snippet,Vivace Motion Snippet,False,
Light and Dark Theme Abc.,inonehp,False,
PHP Pack ccarb,ccarb,False,
Ampalibe,iTeam-S,False,
boo!BOT,booatthebot,False,
GenI18n,Pravinkumar Putta,False,
topo-chico,Hana Jones,False,
ShonaScript,Panashe Muriro,False,
Poly Assistant,Poly API Corp,True,
JsonParser,hanbeenkim,False,
vscode-extension,潇宇,False,
As3T,as3terri,False,
tds-helper,tdsHelper,False,
UBL R&D Devpack,Sushant Gautam,False,
MnTheme,Maliken,False,
mir2,mir2,False,
sensible-defaults,Thoughtworks,False,
duke-helper,漫北同学,False,
next-lua,leeyang1990,False,
Niwi Dark Theme,Niwi,False,
bricks,sen.mao,False,
mytheme,yuns geek,False,
YSF VS Code Plugin,ysf,False,
DJS Command Skeleton Snippet,Eclipse Development,False,
Starry Night,xynny,False,
byted-redux-scaffold,byted-redux-scaffold,False,
Devbox Workspace,DevBox,False,
Carolark Theme,JialeCarol,False,
iproxy,esinx,False,
testpad,fchazel,False,
ats,Robin,False,
first-extension,lupingxie,False,
Material Fork Color Theme,Material Fork,False,
Programm dark,Lucas Sberse,False,
peylang,peylang,False,
zDevOps,Rachid AIT ATMANE,False,
um_tema_la,Vinicius Gonçalves,False,
codebabel-theme-drk,CodeBabel,False,
Snapx Dark,Louie Yang,False,
relative-import,Q.Roy,False,
Scenikus Theme Color,Scenikus Theme Color,False,
autoComment,Jort Siegers,False,
HiBug,HiBug,False,
beewriteversion,ameol,False,
nextjs-localesync,Marcel Kaemper,False,
vscode-touch-component,Konstantin Dzuin,False,
No Frills,Chandrakanth,False,
tooltip-type,mbaptista10,False,
Roblox Force Strict,GISJinga,False,
SVG to Icon Component,rinongusi,False,
Perfect Dark,crashbandicoot,False,
VSdocman vbdt syntax highlighter,Helixoft,False,
XYReactNative,hecaiming_00,False,
codebabel-theme-dyk,CodeBabel,False,
locales-util,谢子君,False,
hzero-vs,曹信坤,False,
Ntheme,Nawaz,False,
Blvck Theme,YMG,False,
mikestheme,mikep,False,
EnergyCAP Code Snippets,energycapinc,False,
good-react,Lanbasara,False,
My All Snippets,mr-tarik-ozturk,False,
Pistachio Madness,yoobdev,False,
Paste JSON As JSDoc,Ryan.Liu,False,
SVG Path Helper,Ben Craven,False,
css-variable-intelligence,sike.xibai,False,
desmoscript-language-support,radian628,False,
ReactXD,creaddiscans,False,
doc-enhance-helper,panda,False,
Woods.Theme,WSECO,False,
react-smart-dumb,Dmytro Portianka,False,
survey_helper,huangsk100,False,
998-test-code,Sandeep Somavarapu,False,
React Pack ccarb,ccarb,False,
vscheck-vue-style-scoped,lulin,False,
automan-attr,sandou,False,
Panda Anthony Extension Pack,AnthonyCodeFR,False,
whisperinghues,rachpradhan,False,
Ghost Peddler,jiwonme,False,
C0V3R,Liam Loughty,False,
MCFN,friday-to-monday,False,
