ext_categories,ext_install_count,verified,total_vulners,high_vulners,medium_vulners,low_vulners,repo_stars,repo_forks,repo_languages,ext_rating_category,ext_version_category
Snippets,9251,False,0,0,0,0,10,12,html,4 and above,0
Snippets,9251,False,0,0,0,0,10,12,typescript,4 and above,0
Snippets,9251,False,0,0,0,0,10,12,python,4 and above,0
Other,9247,False,1,0,0,1,59,8,typescript,4 and above,0
Other,9247,False,1,0,0,1,59,8,html,4 and above,0
Other,9247,False,1,0,0,1,59,8,dockerfile,4 and above,0
Other,9247,False,1,0,0,1,59,8,javascript,4 and above,0
Other,9241,False,3,0,3,0,51,8,typescript,4 and above,2 and above
Other,9241,False,3,0,3,0,51,8,javascript,4 and above,2 and above
Other,9241,False,3,0,3,0,51,8,shell,4 and above,2 and above
Themes,9238,False,0,0,0,0,1,0,python,1 - 3,0
Other,9235,False,0,0,0,0,3,7,typescript,1 - 3,0
Visualization,9233,True,2,0,2,0,21,2,typescript,4 and above,0
Visualization,9233,True,2,0,2,0,21,2,html,4 and above,0
Visualization,9233,True,2,0,2,0,21,2,shell,4 and above,0
Notebooks,9233,True,2,0,2,0,21,2,typescript,4 and above,0
Notebooks,9233,True,2,0,2,0,21,2,html,4 and above,0
Notebooks,9233,True,2,0,2,0,21,2,shell,4 and above,0
Themes,9221,False,0,0,0,0,3,0,unknown,4 and above,0
Other,9219,False,0,0,0,0,7,5,typescript,4 and above,0
Other,9219,False,0,0,0,0,7,5,javascript,4 and above,0
Formatters,9210,False,0,0,0,0,3,1,typescript,0,1
Formatters,9210,False,0,0,0,0,3,1,javascript,0,1
Other,9196,False,0,0,0,0,5,3,javascript,1 - 3,0
Other,9196,False,0,0,0,0,5,3,html,1 - 3,0
Other,9196,False,0,0,0,0,5,3,less,1 - 3,0
Other,9196,False,0,0,0,0,5,3,typescript,1 - 3,0
Other,9196,False,0,0,0,0,5,3,php,1 - 3,0
Programming Languages,9195,False,0,0,0,0,0,0,typescript,0,0
Programming Languages,9195,False,0,0,0,0,0,0,javascript,0,0
Programming Languages,9181,False,0,0,0,0,6,1,unknown,4 and above,0
Linters,9181,False,0,0,0,0,6,1,unknown,4 and above,0
Programming Languages,9179,False,0,0,0,0,240,3,typescript,0,0
Programming Languages,9179,False,0,0,0,0,240,3,javascript,0,0
Azure,9179,False,0,0,0,0,240,3,typescript,0,0
Azure,9179,False,0,0,0,0,240,3,javascript,0,0
Visualization,9179,False,0,0,0,0,240,3,typescript,0,0
Visualization,9179,False,0,0,0,0,240,3,javascript,0,0
Other,9178,False,0,0,0,0,2,0,typescript,0,0
Other,9178,False,0,0,0,0,2,0,javascript,0,0
Themes,9170,False,0,0,0,0,2,0,unknown,4 and above,0
Programming Languages,9170,False,0,0,0,0,13,7,typescript,4 and above,0
Snippets,9170,False,0,0,0,0,13,7,typescript,4 and above,0
Formatters,9170,False,0,0,0,0,13,7,typescript,4 and above,0
Themes,9157,False,0,0,0,0,2,0,unknown,4 and above,0
Themes,9153,False,0,0,0,0,1,1,unknown,0,0
Programming Languages,9150,False,0,0,0,0,22,9,unknown,4 and above,0
Snippets,9150,False,0,0,0,0,22,9,unknown,4 and above,0
Themes,9141,False,0,0,0,0,3,0,unknown,4 and above,0
Extension Packs,9140,False,0,0,0,0,0,0,unknown,0,0
Other,9138,False,0,0,0,0,100,7,javascript,4 and above,0
Programming Languages,9133,False,0,0,0,0,5,1,typescript,0,0
Linters,9133,False,0,0,0,0,5,1,typescript,0,0
Debuggers,9133,False,0,0,0,0,5,1,typescript,0,0
Formatters,9133,False,0,0,0,0,5,1,typescript,0,0
Other,9133,False,0,0,0,0,4,2,typescript,1 - 3,0
Other,9133,False,0,0,0,0,4,2,javascript,1 - 3,0
Other,9131,False,0,0,0,0,0,0,typescript,0,0
Programming Languages,9127,False,0,0,0,0,12,3,unknown,4 and above,0
Themes,9124,False,0,0,0,0,1,0,css,0,0
Themes,9123,False,0,0,0,0,5,1,javascript,4 and above,0
Themes,9123,False,0,0,0,0,5,1,shell,4 and above,0
Linters,9115,True,0,0,0,0,5,2,typescript,4 and above,0
Linters,9115,True,0,0,0,0,5,2,shell,4 and above,0
Linters,9115,True,0,0,0,0,5,2,batchfile,4 and above,0
Linters,9115,True,0,0,0,0,5,2,javascript,4 and above,0
Linters,9115,True,0,0,0,0,5,2,java,4 and above,0
Other,9115,False,0,0,0,0,17,3,typescript,1 - 3,0
Other,9095,False,0,0,0,0,7,2,typescript,4 and above,0
Other,9095,False,0,0,0,0,7,2,shell,4 and above,0
Other,9095,False,0,0,0,0,7,2,c#,4 and above,0
Other,9093,False,0,0,0,0,0,0,javascript,1 - 3,0
Other,9093,False,0,0,0,0,18,5,lua,0,0
Other,9093,False,0,0,0,0,18,5,typescript,0,0
Other,9093,False,0,0,0,0,18,5,go,0,0
Other,9093,False,0,0,0,0,18,5,python,0,0
Other,9093,False,0,0,0,0,18,5,batchfile,0,0
Other,9092,False,0,0,0,0,5,6,typescript,4 and above,0
Other,9089,False,0,0,0,0,0,0,javascript,4 and above,0
Themes,9089,False,0,0,0,0,1,1,javascript,4 and above,0
Themes,9089,False,0,0,0,0,1,1,php,4 and above,0
Themes,9089,False,0,0,0,0,1,1,ruby,4 and above,0
Themes,9089,False,0,0,0,0,1,1,html,4 and above,0
Themes,9089,False,0,0,0,0,1,1,css,4 and above,0
Formatters,9087,False,0,0,0,0,0,0,typescript,0,0
Other,9087,False,0,0,0,0,0,0,typescript,0,0
Themes,9079,False,0,0,0,0,2,0,unknown,4 and above,0
Other,9074,False,0,0,0,0,1,0,typescript,0,0
Visualization,9073,False,2,0,1,1,9,8,typescript,4 and above,0
Visualization,9073,False,2,0,1,1,9,8,css,4 and above,0
Visualization,9073,False,2,0,1,1,9,8,other,4 and above,0
Other,9067,False,0,0,0,0,4,1,typescript,4 and above,0
Other,9067,False,0,0,0,0,4,1,ruby,4 and above,0
Themes,9061,False,0,0,0,0,3,0,unknown,0,0
Extension Packs,9061,False,0,0,0,0,3,0,unknown,0,0
Snippets,9060,False,0,0,0,0,2,2,unknown,4 and above,0
Programming Languages,9060,False,0,0,0,0,0,1,typescript,0,0
Programming Languages,9060,False,0,0,0,0,0,1,c++,0,0
Programming Languages,9060,False,0,0,0,0,0,1,c,0,0
Snippets,9060,False,0,0,0,0,0,1,typescript,0,0
Snippets,9060,False,0,0,0,0,0,1,c++,0,0
Snippets,9060,False,0,0,0,0,0,1,c,0,0
Other,9056,False,0,0,0,0,5,4,typescript,1 - 3,0
Other,9051,False,0,0,0,0,4,0,javascript,4 and above,1
Other,9051,False,0,0,0,0,4,0,typescript,4 and above,1
Themes,9044,False,0,0,0,0,4,0,unknown,4 and above,0
Other,9034,False,0,0,0,0,4,1,typescript,0,0
Other,9034,False,0,0,0,0,99,16,typescript,4 and above,0
Programming Languages,9033,False,0,0,0,0,17,4,f#,4 and above,0
Programming Languages,9033,False,0,0,0,0,17,4,javascript,4 and above,0
Programming Languages,9033,False,0,0,0,0,17,4,shell,4 and above,0
Programming Languages,9033,False,0,0,0,0,17,4,batchfile,4 and above,0
Linters,9033,False,0,0,0,0,17,4,f#,4 and above,0
Linters,9033,False,0,0,0,0,17,4,javascript,4 and above,0
Linters,9033,False,0,0,0,0,17,4,shell,4 and above,0
Linters,9033,False,0,0,0,0,17,4,batchfile,4 and above,0
Programming Languages,9022,False,0,0,0,0,1,0,javascript,4 and above,0
Formatters,9022,False,0,0,0,0,1,0,javascript,4 and above,0
Other,9017,False,0,0,0,0,7,7,typescript,0,0
Programming Languages,9014,False,0,0,0,0,38,17,smithy,4 and above,0
Programming Languages,9014,False,0,0,0,0,38,17,typescript,4 and above,0
Programming Languages,9014,False,0,0,0,0,38,17,javascript,4 and above,0
Snippets,9014,False,0,0,0,0,38,17,smithy,4 and above,0
Snippets,9014,False,0,0,0,0,38,17,typescript,4 and above,0
Snippets,9014,False,0,0,0,0,38,17,javascript,4 and above,0
Other,9011,False,2,0,0,2,0,0,html,4 and above,0
Other,9011,False,2,0,0,2,0,0,typescript,4 and above,0
Other,9011,False,2,0,0,2,0,0,javascript,4 and above,0
Other,9011,False,2,0,0,2,0,0,css,4 and above,0
Other,9009,True,0,0,0,0,6,1,typescript,4 and above,1
Debuggers,9008,False,0,0,0,0,21,11,javascript,4 and above,0
Debuggers,9008,False,0,0,0,0,21,11,typescript,4 and above,0
Other,9007,False,0,0,0,0,1,1,javascript,4 and above,0
Programming Languages,9004,False,0,0,0,0,6,6,typescript,4 and above,0
Snippets,9004,False,0,0,0,0,6,6,typescript,4 and above,0
Keymaps,9004,False,0,0,0,0,6,6,typescript,4 and above,0
Other,9002,False,0,0,0,0,5,2,typescript,0,0
Other,8997,False,0,0,0,0,10,3,typescript,0,0
Visualization,8995,False,0,0,0,0,65,18,typescript,4 and above,0
Visualization,8995,False,0,0,0,0,65,18,css,4 and above,0
Visualization,8995,False,0,0,0,0,65,18,other,4 and above,0
Programming Languages,8992,False,0,0,0,0,6,0,typescript,4 and above,0
Programming Languages,8992,False,0,0,0,0,6,0,c++,4 and above,0
Snippets,8992,False,0,0,0,0,6,0,typescript,4 and above,0
Snippets,8992,False,0,0,0,0,6,0,c++,4 and above,0
Snippets,8991,False,0,0,0,0,0,0,html,0,0
Snippets,8991,False,0,0,0,0,0,0,c#,0,0
Snippets,8991,False,0,0,0,0,0,0,batchfile,0,0
Programming Languages,8986,False,16,1,4,11,3,1,typescript,4 and above,0
Programming Languages,8986,False,16,1,4,11,3,1,javascript,4 and above,0
Programming Languages,8986,False,16,1,4,11,3,1,css,4 and above,0
Programming Languages,8986,False,16,1,4,11,3,1,html,4 and above,0
Programming Languages,8986,False,16,1,4,11,3,1,ejs,4 and above,0
Programming Languages,8986,False,16,1,4,11,3,1,shell,4 and above,0
Azure,8986,False,16,1,4,11,3,1,typescript,4 and above,0
Azure,8986,False,16,1,4,11,3,1,javascript,4 and above,0
Azure,8986,False,16,1,4,11,3,1,css,4 and above,0
Azure,8986,False,16,1,4,11,3,1,html,4 and above,0
Azure,8986,False,16,1,4,11,3,1,ejs,4 and above,0
Azure,8986,False,16,1,4,11,3,1,shell,4 and above,0
Programming Languages,8978,False,2,0,2,0,8,7,typescript,1 - 3,0
Programming Languages,8978,False,2,0,2,0,8,7,javascript,1 - 3,0
Snippets,8978,False,2,0,2,0,8,7,typescript,1 - 3,0
Snippets,8978,False,2,0,2,0,8,7,javascript,1 - 3,0
Programming Languages,8974,False,0,0,0,0,27,6,typescript,0,0
Extension Packs,8970,False,0,0,0,0,5,0,unknown,0,0
Themes,8969,False,0,0,0,0,0,0,typescript,4 and above,0
Other,8969,False,0,0,0,0,12,3,typescript,1 - 3,0
Other,8968,False,0,0,0,0,1,0,typescript,4 and above,0
Other,8965,False,0,0,0,0,10,4,css,4 and above,0
Other,8965,False,0,0,0,0,10,4,javascript,4 and above,0
Snippets,8965,False,0,0,0,0,2,1,javascript,4 and above,0
Programming Languages,8963,False,0,0,0,0,4,1,javascript,4 and above,1
Programming Languages,8962,False,0,0,0,0,42,9,python,4 and above,0
Programming Languages,8962,False,0,0,0,0,42,9,java,4 and above,0
Programming Languages,8962,False,0,0,0,0,42,9,typescript,4 and above,0
Programming Languages,8962,False,0,0,0,0,42,9,dockerfile,4 and above,0
Programming Languages,8962,False,0,0,0,0,42,9,other,4 and above,0
Debuggers,8962,False,0,0,0,0,42,9,python,4 and above,0
Debuggers,8962,False,0,0,0,0,42,9,java,4 and above,0
Debuggers,8962,False,0,0,0,0,42,9,typescript,4 and above,0
Debuggers,8962,False,0,0,0,0,42,9,dockerfile,4 and above,0
Debuggers,8962,False,0,0,0,0,42,9,other,4 and above,0
Themes,8960,False,0,0,0,0,3,1,html,4 and above,0
Other,8954,False,0,0,0,0,2,0,javascript,0,0
Themes,8952,False,0,0,0,0,1,0,unknown,4 and above,0
Visualization,8948,True,0,0,0,0,31,3,typescript,4 and above,0
Visualization,8948,True,0,0,0,0,31,3,html,4 and above,0
Visualization,8948,True,0,0,0,0,31,3,javascript,4 and above,0
Visualization,8948,True,0,0,0,0,31,3,css,4 and above,0
Visualization,8948,True,0,0,0,0,31,3,shell,4 and above,0
Programming Languages,8945,False,0,0,0,0,34,17,typescript,4 and above,1
Programming Languages,8945,False,0,0,0,0,34,17,brainfuck,4 and above,1
Programming Languages,8945,False,0,0,0,0,34,17,limbo,4 and above,1
Programming Languages,8945,False,0,0,0,0,34,17,javascript,4 and above,1
Programming Languages,8945,False,0,0,0,0,34,17,shell,4 and above,1
Snippets,8945,False,0,0,0,0,34,17,typescript,4 and above,1
Snippets,8945,False,0,0,0,0,34,17,brainfuck,4 and above,1
Snippets,8945,False,0,0,0,0,34,17,limbo,4 and above,1
Snippets,8945,False,0,0,0,0,34,17,javascript,4 and above,1
Snippets,8945,False,0,0,0,0,34,17,shell,4 and above,1
Linters,8945,False,0,0,0,0,34,17,typescript,4 and above,1
Linters,8945,False,0,0,0,0,34,17,brainfuck,4 and above,1
Linters,8945,False,0,0,0,0,34,17,limbo,4 and above,1
Linters,8945,False,0,0,0,0,34,17,javascript,4 and above,1
Linters,8945,False,0,0,0,0,34,17,shell,4 and above,1
Other,8932,False,1,0,0,1,30,2,javascript,4 and above,0
Other,8932,False,1,0,0,1,30,2,typescript,4 and above,0
Other,8932,False,1,0,0,1,30,2,css,4 and above,0
Other,8932,False,1,0,0,1,30,2,html,4 and above,0
Other,8930,False,0,0,0,0,39,5,typescript,4 and above,0
Other,8927,False,0,0,0,0,9,8,typescript,1 - 3,0
Other,8927,False,0,0,0,0,9,8,javascript,1 - 3,0
Themes,8926,False,0,0,0,0,1,0,unknown,4 and above,0
Snippets,8925,False,0,0,0,0,32,6,javascript,4 and above,2 and above
Extension Packs,8917,False,0,0,0,0,0,1,unknown,0,0
Debuggers,8910,False,0,0,0,0,4,1,typescript,0,0
Debuggers,8910,False,0,0,0,0,4,1,python,0,0
Debuggers,8910,False,0,0,0,0,4,1,javascript,0,0
Debuggers,8910,False,0,0,0,0,4,1,batchfile,0,0
Snippets,8895,False,0,0,0,0,26,5,typescript,4 and above,0
Snippets,8895,False,0,0,0,0,26,5,javascript,4 and above,0
Snippets,8891,False,0,0,0,0,2,1,unknown,4 and above,0
Other,8886,False,1,0,0,1,1,0,typescript,0,0
Other,8886,False,1,0,0,1,1,0,vue,0,0
Other,8886,False,1,0,0,1,1,0,javascript,0,0
Other,8886,False,1,0,0,1,1,0,html,0,0
Snippets,8885,False,0,0,0,0,1,10,unknown,4 and above,1
Education,8885,False,0,0,0,0,1,10,unknown,4 and above,1
Themes,8879,False,0,0,0,0,0,0,unknown,4 and above,0
Other,8879,True,4,0,3,1,79,25,typescript,4 and above,0
Other,8879,True,4,0,3,1,79,25,css,4 and above,0
Other,8879,True,4,0,3,1,79,25,javascript,4 and above,0
Other,8879,True,4,0,3,1,79,25,groovy,4 and above,0
Themes,8879,False,0,0,0,0,2,1,unknown,0,0
Themes,8876,False,0,0,0,0,1,1,unknown,0,0
Other,8873,False,0,0,0,0,12,3,typescript,4 and above,0
Snippets,8870,False,0,0,0,0,1,2,unknown,4 and above,0
Other,8867,False,0,0,0,0,1,1,javascript,4 and above,0
Other,8864,False,0,0,0,0,6,2,typescript,4 and above,0
Other,8864,False,0,0,0,0,6,2,javascript,4 and above,0
Other,8863,False,0,0,0,0,11,4,javascript,4 and above,0
Debuggers,8861,False,3,0,2,1,244,43,assembly,4 and above,2 and above
Debuggers,8861,False,3,0,2,1,244,43,typescript,4 and above,2 and above
Debuggers,8861,False,3,0,2,1,244,43,scheme,4 and above,2 and above
Debuggers,8861,False,3,0,2,1,244,43,other,4 and above,2 and above
Snippets,8859,False,0,0,0,0,3,1,unknown,4 and above,1
Other,8858,False,0,0,0,0,105,12,perl,4 and above,0
Other,8858,False,0,0,0,0,105,12,other,4 and above,0
Debuggers,8858,False,5,0,5,0,3,0,shell,0,0
Debuggers,8858,False,5,0,5,0,3,0,typescript,0,0
Debuggers,8858,False,5,0,5,0,3,0,python,0,0
Debuggers,8858,False,5,0,5,0,3,0,makefile,0,0
Other,8856,False,0,0,0,0,28,2,typescript,4 and above,0
Other,8856,False,0,0,0,0,28,2,makefile,4 and above,0
Debuggers,8853,False,1,0,1,0,0,0,typescript,0,0
Debuggers,8853,False,1,0,1,0,0,0,javascript,0,0
Debuggers,8853,False,1,0,1,0,0,0,shell,0,0
Extension Packs,8850,False,0,0,0,0,0,0,unknown,0,0
Programming Languages,8845,False,0,0,0,0,0,1,unknown,4 and above,0
Snippets,8845,False,0,0,0,0,0,1,unknown,4 and above,0
Themes,8841,False,0,0,0,0,1,0,typescript,4 and above,0
Themes,8841,False,0,0,0,0,1,0,javascript,4 and above,0
Other,8836,False,1,0,0,1,155,11,typescript,4 and above,0
Other,8836,False,1,0,0,1,155,11,javascript,4 and above,0
Other,8836,False,1,0,0,1,155,11,stylus,4 and above,0
Other,8833,False,0,0,0,0,3,0,typescript,4 and above,0
Programming Languages,8831,False,2,0,2,0,3,1,python,4 and above,0
Programming Languages,8831,False,2,0,2,0,3,1,typescript,4 and above,0
Programming Languages,8831,False,2,0,2,0,3,1,javascript,4 and above,0
Linters,8831,False,2,0,2,0,3,1,python,4 and above,0
Linters,8831,False,2,0,2,0,3,1,typescript,4 and above,0
Linters,8831,False,2,0,2,0,3,1,javascript,4 and above,0
Formatters,8831,False,2,0,2,0,3,1,python,4 and above,0
Formatters,8831,False,2,0,2,0,3,1,typescript,4 and above,0
Formatters,8831,False,2,0,2,0,3,1,javascript,4 and above,0
Themes,8823,False,0,0,0,0,9,1,javascript,0,0
Themes,8823,False,0,0,0,0,9,1,css,0,0
Other,8817,False,0,0,0,0,0,1,typescript,4 and above,0
Other,8817,False,0,0,0,0,0,1,javascript,4 and above,0
Themes,8815,False,0,0,0,0,2,1,unknown,4 and above,0
Other,8806,False,0,0,0,0,6,0,unknown,4 and above,0
Visualization,8798,False,1,0,0,1,0,1,typescript,0,0
Visualization,8798,False,1,0,0,1,0,1,javascript,0,0
Visualization,8798,False,1,0,0,1,0,1,css,0,0
Other,8797,False,0,0,0,0,26,4,css,4 and above,0
Other,8797,False,0,0,0,0,26,4,javascript,4 and above,0
Snippets,8784,False,0,0,0,0,3,0,unknown,0,0
Programming Languages,8781,False,0,0,0,0,0,0,unknown,0,0
Snippets,8780,False,0,0,0,0,0,0,unknown,0,0
Programming Languages,8777,False,0,0,0,0,18,15,typescript,4 and above,0
Programming Languages,8777,False,0,0,0,0,18,15,javascript,4 and above,0
Programming Languages,8777,False,0,0,0,0,18,15,python,4 and above,0
Programming Languages,8777,False,0,0,0,0,18,15,makefile,4 and above,0
Programming Languages,8777,False,0,0,0,0,18,15,shell,4 and above,0
Linters,8777,False,0,0,0,0,18,15,typescript,4 and above,0
Linters,8777,False,0,0,0,0,18,15,javascript,4 and above,0
Linters,8777,False,0,0,0,0,18,15,python,4 and above,0
Linters,8777,False,0,0,0,0,18,15,makefile,4 and above,0
Linters,8777,False,0,0,0,0,18,15,shell,4 and above,0
Snippets,8775,False,0,0,0,0,0,1,unknown,4 and above,0
Other,8774,False,0,0,0,0,17,5,typescript,4 and above,0
Other,8771,False,0,0,0,0,3,0,typescript,0,0
Other,8771,False,0,0,0,0,3,0,javascript,0,0
Other,8768,False,0,0,0,0,16,4,typescript,4 and above,0
Other,8768,False,0,0,0,0,16,4,javascript,4 and above,0
Other,8764,True,0,0,0,0,72,3,typescript,4 and above,0
Themes,8757,False,0,0,0,0,6,0,unknown,4 and above,0
Themes,8755,False,0,0,0,0,1,1,unknown,4 and above,0
Themes,8747,False,0,0,0,0,6,1,python,4 and above,0
Themes,8739,False,0,0,0,0,5,1,unknown,1 - 3,0
Themes,8737,False,0,0,0,0,3,0,unknown,4 and above,0
Other,8731,False,0,0,0,0,6,3,typescript,4 and above,0
SCM Providers,8725,False,0,0,0,0,8,4,typescript,4 and above,0
Other,8723,True,0,0,0,0,7,1,javascript,4 and above,0
Other,8723,False,0,0,0,0,3,4,typescript,4 and above,0
Programming Languages,8722,False,0,0,0,0,4,9,javascript,0,0
Other,8718,False,0,0,0,0,7,1,typescript,4 and above,0
Other,8706,True,0,0,0,0,14,5,typescript,1 - 3,1
Snippets,8704,False,0,0,0,0,3,1,unknown,4 and above,0
Themes,8696,False,0,0,0,0,1,1,unknown,1 - 3,2 and above
Snippets,8694,False,0,0,0,0,9,3,unknown,4 and above,0
Other,8690,False,0,0,0,0,1,0,typescript,4 and above,0
Linters,8689,False,0,0,0,0,438,11,rust,4 and above,0
Linters,8689,False,0,0,0,0,438,11,typescript,4 and above,0
Linters,8689,False,0,0,0,0,438,11,javascript,4 and above,0
Linters,8689,False,0,0,0,0,438,11,shell,4 and above,0
Extension Packs,8688,False,0,0,0,0,5,3,python,4 and above,0
Other,8678,False,0,0,0,0,8,0,typescript,1 - 3,0
Other,8678,False,0,0,0,0,8,0,javascript,1 - 3,0
Other,8676,False,0,0,0,0,0,0,typescript,0,0
Extension Packs,8676,False,0,0,0,0,4,6,unknown,4 and above,0
Other,8672,False,0,0,0,0,3,1,typescript,0,0
Other,8669,False,0,0,0,0,13,1,javascript,4 and above,0
Other,8664,False,0,0,0,0,0,1,css,0,2 and above
Other,8664,False,0,0,0,0,0,1,javascript,0,2 and above
Other,8657,False,1,0,0,1,25,23,typescript,4 and above,0
Other,8657,False,1,0,0,1,25,23,javascript,4 and above,0
Other,8657,False,1,0,0,1,25,23,css,4 and above,0
Other,8656,False,0,0,0,0,69,9,typescript,4 and above,0
Other,8656,False,0,0,0,0,69,9,javascript,4 and above,0
Other,8656,False,0,0,0,0,69,9,html,4 and above,0
Other,8643,False,0,0,0,0,1,0,javascript,0,1
Other,8643,False,0,0,0,0,1,0,css,0,1
Other,8643,False,0,0,0,0,1,0,html,0,1
Other,8637,False,0,0,0,0,166,10,typescript,1 - 3,2 and above
Themes,8637,False,0,0,0,0,2,0,unknown,4 and above,0
Other,8635,False,1,0,1,0,80,10,typescript,4 and above,0
Themes,8634,False,0,0,0,0,19,1,unknown,4 and above,0
Other,8634,False,0,0,0,0,3,1,typescript,4 and above,0
Other,8634,False,0,0,0,0,3,1,javascript,4 and above,0
Themes,8629,False,0,0,0,0,19,0,unknown,4 and above,1
Programming Languages,8627,False,0,0,0,0,6,0,typescript,4 and above,0
Programming Languages,8621,False,0,0,0,0,3,0,java,0,0
Programming Languages,8621,False,0,0,0,0,3,0,shell,0,0
Other,8621,False,0,0,0,0,0,0,typescript,0,0
Programming Languages,8617,False,0,0,0,0,1,0,typescript,1 - 3,0
Snippets,8617,False,0,0,0,0,1,0,typescript,1 - 3,0
Linters,8617,False,0,0,0,0,1,0,typescript,1 - 3,0
Keymaps,8617,False,0,0,0,0,1,0,typescript,1 - 3,0
Formatters,8617,False,0,0,0,0,1,0,typescript,1 - 3,0
Themes,8613,False,0,0,0,0,0,1,unknown,4 and above,0
Other,8608,False,0,0,0,0,3,0,javascript,4 and above,0
Other,8605,False,0,0,0,0,33,5,typescript,4 and above,0
Themes,8604,False,0,0,0,0,6,2,unknown,4 and above,0
Snippets,8602,False,0,0,0,0,10,0,unknown,0,0
Other,8601,False,0,0,0,0,4,4,javascript,4 and above,0
Programming Languages,8599,False,1,0,1,0,5,1,typescript,4 and above,0
Programming Languages,8599,False,1,0,1,0,5,1,vue,4 and above,0
Programming Languages,8599,False,1,0,1,0,5,1,other,4 and above,0
Programming Languages,8598,False,0,0,0,0,0,0,unknown,1 - 3,0
Programming Languages,8598,False,0,0,0,0,12,3,typescript,1 - 3,0
Programming Languages,8598,False,0,0,0,0,12,3,javascript,1 - 3,0
Programming Languages,8598,False,0,0,0,0,12,3,php,1 - 3,0
Programming Languages,8598,False,0,0,0,0,12,3,python,1 - 3,0
Programming Languages,8598,False,0,0,0,0,12,3,rust,1 - 3,0
Programming Languages,8598,False,0,0,0,0,12,3,c#,1 - 3,0
Other,8592,False,0,0,0,0,0,0,typescript,4 and above,0
Other,8592,False,0,0,0,0,0,0,javascript,4 and above,0
Programming Languages,8589,False,0,0,0,0,1,0,typescript,0,1
Programming Languages,8589,False,0,0,0,0,1,0,javascript,0,1
Debuggers,8589,False,0,0,0,0,1,0,typescript,0,1
Debuggers,8589,False,0,0,0,0,1,0,javascript,0,1
Testing,8589,False,0,0,0,0,1,0,typescript,0,1
Testing,8589,False,0,0,0,0,1,0,javascript,0,1
Other,8587,True,1,1,0,0,13,3,typescript,4 and above,0
Other,8576,False,0,0,0,0,887,82,python,4 and above,0
Other,8576,False,0,0,0,0,887,82,typescript,4 and above,0
Snippets,8575,False,0,0,0,0,3,0,unknown,0,0
Other,8573,False,0,0,0,0,12,5,typescript,4 and above,0
Other,8564,False,7,2,3,2,38,9,typescript,4 and above,2 and above
Other,8564,False,7,2,3,2,38,9,javascript,4 and above,2 and above
Programming Languages,8564,False,0,0,0,0,913,182,typescript,1 - 3,0
Programming Languages,8564,False,0,0,0,0,913,182,starlark,1 - 3,0
Programming Languages,8564,False,0,0,0,0,913,182,other,1 - 3,0
Other,8554,False,1,0,0,1,4,3,typescript,4 and above,0
Other,8554,False,1,0,0,1,4,3,css,4 and above,0
Other,8554,False,1,0,0,1,4,3,javascript,4 and above,0
Snippets,8553,False,0,0,0,0,0,0,typescript,0,0
Programming Languages,8538,True,1,0,1,0,0,1,typescript,4 and above,0
Programming Languages,8538,True,1,0,1,0,0,1,php,4 and above,0
Programming Languages,8538,True,1,0,1,0,0,1,javascript,4 and above,0
Themes,8531,False,0,0,0,0,1,1,unknown,4 and above,0
Formatters,8527,False,0,0,0,0,1,0,javascript,4 and above,0
Other,8525,False,0,0,0,0,13,2,typescript,4 and above,1
Other,8525,False,0,0,0,0,13,2,javascript,4 and above,1
Other,8525,False,0,0,0,0,13,2,css,4 and above,1
Other,8523,False,0,0,0,0,4,2,javascript,1 - 3,0
Themes,8523,False,0,0,0,0,0,0,unknown,4 and above,0
Themes,8514,False,0,0,0,0,3,1,unknown,4 and above,0
Data Science,8511,True,0,0,0,0,6,1,typescript,4 and above,0
Data Science,8511,True,0,0,0,0,6,1,javascript,4 and above,0
Data Science,8511,True,0,0,0,0,6,1,vue,4 and above,0
Data Science,8511,True,0,0,0,0,6,1,html,4 and above,0
Data Science,8511,True,0,0,0,0,6,1,css,4 and above,0
Visualization,8511,True,0,0,0,0,6,1,typescript,4 and above,0
Visualization,8511,True,0,0,0,0,6,1,javascript,4 and above,0
Visualization,8511,True,0,0,0,0,6,1,vue,4 and above,0
Visualization,8511,True,0,0,0,0,6,1,html,4 and above,0
Visualization,8511,True,0,0,0,0,6,1,css,4 and above,0
Education,8511,True,0,0,0,0,6,1,typescript,4 and above,0
Education,8511,True,0,0,0,0,6,1,javascript,4 and above,0
Education,8511,True,0,0,0,0,6,1,vue,4 and above,0
Education,8511,True,0,0,0,0,6,1,html,4 and above,0
Education,8511,True,0,0,0,0,6,1,css,4 and above,0
Other,8494,False,31,2,25,4,28,10,javascript,4 and above,0
Other,8494,False,31,2,25,4,28,10,css,4 and above,0
Other,8494,False,31,2,25,4,28,10,html,4 and above,0
Other,8494,False,31,2,25,4,28,10,typescript,4 and above,0
Other,8493,True,0,0,0,0,0,0,typescript,0,0
Debuggers,8492,False,0,0,0,0,0,0,javascript,0,0
Debuggers,8492,False,0,0,0,0,0,0,typescript,0,0
Formatters,8492,False,0,0,0,0,0,0,javascript,0,0
Formatters,8492,False,0,0,0,0,0,0,typescript,0,0
Snippets,8487,False,0,0,0,0,9,5,unknown,0,0
Other,8486,False,7,0,2,5,31,4,typescript,1 - 3,0
Other,8486,False,7,0,2,5,31,4,python,1 - 3,0
Other,8486,False,7,0,2,5,31,4,c,1 - 3,0
Other,8486,False,7,0,2,5,31,4,cython,1 - 3,0
